Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
19-06-2013,183.5134277,183.855438,179.806534,181.3731385,17331546
20-06-2013,176.0775909,180.4684909,175.4156493,180.4684909,17422410
21-06-2013,174.9412384,178.8025817,172.9002382,176.4968108,20486223
24-06-2013,174.89711,175.6693728,171.7749331,174.3123784,16311628
25-06-2013,177.3573303,180.9097744,175.4156339,176.4526822,19232377
26-06-2013,177.3131866,179.707229,176.7615662,178.6039882,16661304
27-06-2013,183.1383514,184.6718597,179.6962282,180.1595918,25751492
28-06-2013,190.3314819,192.6262208,186.6687019,191.8539433,48133694
01-07-2013,195.4284515,195.9359436,188.797959,190.1990818,20497553
02-07-2013,192.372467,196.7744135,191.6884612,194.8547665,17779689
03-07-2013,187.7388611,190.4969784,187.231369,189.8681331,12816463
04-07-2013,190.1218719,192.0966796,186.9665985,188.2353212,13233510
05-07-2013,194.2479858,195.2188414,191.1589053,191.1589053,12756629
08-07-2013,191.2912903,192.7255094,189.3495939,191.9642788,14253091
09-07-2013,193.0233765,194.5679166,191.3133399,191.7656713,12922258
10-07-2013,188.8751984,194.1376645,185.1241615,192.9020234,22237458
11-07-2013,191.975296,192.6923982,189.5922857,190.8610083,11368001
12-07-2013,196.3662109,197.701141,191.8760076,192.9020237,14371976
15-07-2013,197.8886871,198.5616609,195.4946445,195.4946445,12913233
16-07-2013,198.7161255,199.5656131,194.8437353,195.7153018,12974694
17-07-2013,201.882431,202.5333405,199.2456819,199.2456819,23132227
18-07-2013,202.3899384,202.9856873,200.6137088,202.5554201,12303560
19-07-2013,203.8131104,204.7398227,201.4631962,202.7870942,14298611
22-07-2013,200.5805817,201.8934474,198.3520357,201.8934474,16958736
23-07-2013,200.6909332,204.0999451,200.1834412,201.2425537,12430954
24-07-2013,200.6467896,202.3126978,197.5135805,200.3489224,13788582
25-07-2013,196.5427246,201.2756492,193.6081084,199.8965907,15831296
26-07-2013,196.4103546,199.4001464,195.3733063,196.8626861,9565406
29-07-2013,195.4284515,198.2858577,194.7334136,195.7263334,9151355
30-07-2013,189.1730499,196.8185259,188.4118193,195.7263171,11393034
31-07-2013,192.4165955,194.1045531,185.9184888,189.4599005,15795755
01-08-2013,187.5512848,194.7995899,186.4149476,193.1006002,11071339
02-08-2013,189.1730499,192.3945156,187.551285,189.7577667,12821918
05-08-2013,190.0998077,192.6041717,188.8200528,189.7577974,12559130
06-08-2013,185.5765076,190.6845245,183.1714474,189.4158017,12415511
07-08-2013,192.5048828,194.5789795,183.3589937,186.4480745,18794821
08-08-2013,191.0044708,192.5048828,189.1289522,191.3795775,11367214
12-08-2013,186.5914612,192.5931079,185.4440919,191.7436057,8728866
13-08-2013,188.1911621,189.7467344,184.2415622,186.0067446,11537003
14-08-2013,190.8610229,191.5229793,186.9886475,188.8751981,11260259
16-08-2013,182.4101868,191.3023218,180.3029939,190.8610224,27321905
19-08-2013,180.9870148,184.020935,178.1847837,181.5938106,16150138
20-08-2013,182.1123352,183.3148653,177.6331636,178.9680791,11418893
21-08-2013,172.9002533,184.1753997,172.15004,183.800293,15711357
22-08-2013,177.8648224,178.427475,170.8261416,172.6464848,22293762
23-08-2013,180.8215027,181.968872,178.394364,179.541748,14332191
26-08-2013,181.5055237,183.4582669,178.3723147,181.4834595,9916035
27-08-2013,177.2359772,182.0130155,176.518875,179.6079555,13094883
28-08-2013,179.1225128,180.6118924,168.5534384,175.4376837,25813146
29-08-2013,186.5032043,188.3014978,179.2769635,180.0492409,30837833
30-08-2013,188.4008179,189.7577976,182.7632447,186.1832889,21443760
02-09-2013,195.6601563,196.3772585,188.2573856,188.2573856,21052445
03-09-2013,183.358963,196.7523323,182.7632141,195.9800549,17326878
04-09-2013,187.4078827,190.761734,183.800278,183.9657597,13323596
05-09-2013,190.3204498,191.9091334,187.7940364,190.4197536,14254145
06-09-2013,191.5229797,192.7365418,185.6757821,191.9642791,15048312
10-09-2013,196.4544678,197.1605526,191.1368411,192.6041566,18493766
11-09-2013,195.8807678,197.017105,192.8799444,196.1565854,14860857
12-09-2013,193.155777,198.8043818,192.2180177,195.9359436,17979275
13-09-2013,192.626236,194.9871824,191.31337,191.5229949,9825959
16-09-2013,190.1439362,195.8697663,188.433914,195.4836275,12050423
17-09-2013,189.3495941,190.640381,188.1249852,188.9524232,10930099
18-09-2013,192.3945313,193.0675197,189.0517121,189.868118,13704245
19-09-2013,196.5096283,197.6901088,194.2921143,195.9469757,18935509
20-09-2013,194.5899963,198.8043821,192.0746005,195.4946445,18362492
23-09-2013,192.9241028,194.3914035,190.8610236,192.4166108,8875005
24-09-2013,192.979248,195.1746977,191.5560611,192.4055487,12352943
25-09-2013,187.3416901,193.0454555,185.8302461,192.493835,17472523
26-09-2013,184.9586792,187.5843962,184.2967376,186.8121334,19874983
27-09-2013,185.3227386,188.5442043,184.6828613,185.7861022,12006474
30-09-2013,181.4613953,186.3377373,180.733261,183.5906523,15922812
01-10-2013,181.2517853,183.1162716,180.4243472,182.3219299,9108666
03-10-2013,186.8783417,187.3086089,181.6820678,181.6820678,9108321
04-10-2013,188.5221558,189.6915894,184.903519,185.4661716,9909849
07-10-2013,186.2384491,188.0808565,184.4622197,187.021744,11265723
08-10-2013,186.4370422,188.5883637,185.1683047,187.4851227,12119312
09-10-2013,189.9563751,191.4457548,184.793198,185.3337864,11954619
10-10-2013,189.7577972,190.3756252,187.1210479,189.5371549,9371240
11-10-2013,190.4969482,191.5229643,188.5000767,190.861008,9773103
14-10-2013,192.0304718,193.0675201,190.4638673,190.8610234,12156983
15-10-2013,191.4788513,198.2858577,190.6403811,197.9879759,23041721
17-10-2013,194.2479858,195.9359436,190.7837986,191.9642791,17613513
18-10-2013,199.8304138,200.348938,194.5238188,194.5238188,22177371
21-10-2013,201.4963074,202.0037994,197.7342528,199.8304137,15143599
22-10-2013,199.5104675,200.9998473,198.0321198,200.2165524,10246173
23-10-2013,197.8666077,200.6136777,195.858704,199.7310939,8945093
24-10-2013,195.163681,201.010864,194.4686283,196.8295746,11717100
25-10-2013,195.7153015,196.9950563,194.0273437,195.0754241,9945744
28-10-2013,196.5427246,199.6538841,195.9028472,195.9359436,15374364
29-10-2013,197.8776398,199.4552763,195.0312807,196.17865,14450634
30-10-2013,198.1755371,199.2236175,197.4142917,197.8114626,9614780
31-10-2013,201.8272705,202.5554048,197.7011417,198.5837256,19779731
01-11-2013,200.404068,204.4419396,199.3228914,200.8122709,11890914
05-11-2013,200.7240295,203.3718108,199.3229068,199.3229068,10955587
06-11-2013,198.2748413,202.9746552,197.4694674,200.7902374,9619806
07-11-2013,195.4725647,199.8634787,194.6341093,198.363067,9792601
08-11-2013,193.2771149,195.935928,192.2180025,195.4946287,8755784
11-11-2013,190.6183167,194.6341243,189.8019107,192.8468628,8901228
12-11-2013,188.1249695,192.3172906,187.5954133,190.8610074,12169801
13-11-2013,186.3156738,190.066696,185.8081818,187.5292359,8391536
14-11-2013,187.9153748,190.6403808,187.6395572,187.8271178,8031378
18-11-2013,193.0123444,193.6742859,188.9082801,189.3385473,12073167
19-11-2013,193.8066864,195.2519376,193.06752,193.06752,8434885
20-11-2013,190.3093872,194.8326865,189.0958252,193.0344077,13090661
21-11-2013,187.0217438,189.7577819,186.1060488,189.7357177,11465699
22-11-2013,186.1722412,188.9744868,185.1462251,187.7719568,7482129
25-11-2013,187.9263916,189.0627288,186.238434,186.9665682,10078405
26-11-2013,185.620636,189.0517271,184.8042447,187.6616363,13965988
27-11-2013,184.8924866,187.4409788,184.2967376,186.3377378,11421820
28-11-2013,187.0989838,188.9634703,186.0288391,186.0288391,12546701
29-11-2013,188.2573547,188.9855037,187.2423708,187.7609096,9884161
02-12-2013,188.7207489,190.4087215,188.0588072,188.2132568,7221751
03-12-2013,190.177002,190.9713436,187.6947027,188.654526,9184625
04-12-2013,188.8862305,191.4126584,188.2573705,189.9563751,8761077
05-12-2013,192.1849213,193.5088192,191.5340118,192.4055636,12534404
06-12-2013,191.236145,192.9903103,190.0225828,191.9973905,7301066
09-12-2013,193.9390717,195.9359434,193.3322906,194.6341244,12704841
10-12-2013,195.1967773,196.0904081,193.839783,193.839783,8718563
11-12-2013,194.7444611,195.2629852,192.5159148,194.7223968,4977570
12-12-2013,192.0084229,194.1707765,191.522995,193.7294771,5690033
13-12-2013,190.7948151,191.5450283,189.2392428,191.302307,8926111
16-12-2013,186.4591064,190.2542574,186.0509034,189.7577974,10046119
17-12-2013,185.1683044,188.1911925,184.627716,187.2644801,10089421
18-12-2013,189.7467499,190.6072843,185.1682896,185.1682896,12009855
19-12-2013,188.444931,190.7286377,186.1612096,190.7286377,13450539
20-12-2013,197.5135803,198.1424403,190.2211461,192.4055638,20508621
23-12-2013,197.7563019,200.5695648,196.3772433,198.3630829,16191974
24-12-2013,198.1534882,199.6869964,197.5025639,197.8114778,7306775
26-12-2013,195.8366394,198.5837095,194.6341095,197.3701474,14619868
27-12-2013,193.9170074,197.2377771,193.486755,196.0683435,7744563
30-12-2013,195.737381,196.3441621,193.2550813,194.3914187,10315527
31-12-2013,197.5245972,198.1975856,195.7373505,195.9359286,5706010
01-01-2014,196.1124725,198.1976012,195.847687,198.0210726,5849398
02-01-2014,193.0675201,197.701141,191.9863434,195.869751,6023632
03-01-2014,190.6955414,192.7034452,188.6545412,192.3173065,12833897
06-01-2014,188.6435089,190.4748989,187.5513001,190.2211455,13315857
07-01-2014,185.8081665,189.7467343,185.3558351,188.5662686,17311470
08-01-2014,187.3416901,189.1730653,186.3156739,186.3156739,12726430
09-01-2014,187.7057495,188.3897701,186.4590911,187.6505889,8309185
10-01-2014,189.3495941,193.3543549,187.1100011,187.1872259,14839980
13-01-2014,194.2590179,194.8327027,191.5229798,191.5781404,12058586
14-01-2014,194.5017395,195.1747132,192.5048678,193.8397831,12075547
15-01-2014,195.373291,197.4804839,194.3914033,195.2078093,12660424
16-01-2014,195.5277557,197.1053924,194.6230929,196.0904083,18038361
17-01-2014,195.2188416,197.8997191,194.2259217,196.1896971,15463211
20-01-2014,191.9091187,196.1566007,191.1037448,195.6932372,16576057
21-01-2014,190.4307556,192.7585906,190.1990665,192.5489804,9806364
22-01-2014,192.5048828,193.1447603,189.3496093,190.5300752,8517726
23-01-2014,191.0375519,192.251114,189.8901825,189.8901825,13767334
24-01-2014,191.445755,192.9902953,190.0005038,190.1990818,11879019
27-01-2014,186.0398712,189.9343259,185.422058,188.8752134,12345838
28-01-2014,186.414978,188.8752135,185.9405823,186.8893737,11573795
29-01-2014,184.5946045,188.1029201,184.2415768,187.5071712,12374165
30-01-2014,182.03508,183.9878232,181.4172668,183.4472348,14102043
31-01-2014,183.3920746,183.8995666,182.2888336,182.4763796,11038353
03-02-2014,181.1304169,183.0941773,180.8104708,182.2998504,8227762
04-02-2014,181.2738647,182.39917,179.4204104,179.7182922,12362252
05-02-2014,180.325058,181.2628172,178.0413513,180.9539033,11298451
06-02-2014,180.0161591,181.8365022,178.3171544,180.9318393,10826505
07-02-2014,179.7072601,181.7703247,178.8577578,181.395218,8459052
10-02-2014,181.3621063,182.1674802,178.9790959,179.8837587,10345205
11-02-2014,177.6772766,182.0350798,177.1256561,181.5937952,12609169
12-02-2014,180.4684753,181.351074,178.1516723,178.2840577,9828890
13-02-2014,178.1516876,180.6891479,177.6331634,180.6891479,8657303
14-02-2014,181.3841705,181.8144377,178.2840579,179.1445923,9218744
17-02-2014,179.2328644,181.3731538,178.0744628,180.4133302,9058505
18-02-2014,179.4203796,180.4574278,178.0854644,178.0854644,5741275
19-02-2014,179.221817,180.931839,178.7253571,179.3872987,6130140
20-02-2014,177.721405,179.5417629,177.2028809,179.0122067,8041497
21-02-2014,179.0563354,180.0492552,177.7545017,178.0854799,6256274
24-02-2014,179.243866,179.8175506,177.6882937,178.2950747,6800627
25-02-2014,178.8467102,180.0492549,178.1847686,179.6741483,7039336
26-02-2014,178.8798065,180.2368008,178.3392182,178.9459992,13608048
28-02-2014,176.5078583,179.9058383,174.9964142,178.8798221,18949872
03-03-2014,177.2690735,178.0192868,175.8900149,176.5409392,11635479
04-03-2014,179.3762512,179.7513578,177.0925447,177.1808016,8997053
05-03-2014,178.0634308,180.4905552,177.6552278,179.9499668,11827655
06-03-2014,181.4724274,181.9026946,178.5709075,178.5819396,10172590
07-03-2014,191.8318787,192.8468627,182.0350808,182.0350808,33597187
10-03-2014,195.373291,199.3890987,190.5079958,190.8831024,32869474
11-03-2014,193.0123444,195.8917998,192.4276276,195.2739867,12780183
12-03-2014,192.2621613,194.8106536,191.44577,192.8468781,9431389
13-03-2014,194.0714722,197.4253235,193.0013276,193.0675202,17221827
14-03-2014,195.5277557,196.3662112,191.7546546,192.8468634,16540547
18-03-2014,197.8004303,200.5254363,196.2669221,196.2669221,19034847
19-03-2014,199.245697,200.7681732,197.5356602,198.5837406,16376397
20-03-2014,199.9076385,200.2386168,198.1755522,198.9367829,29711945
21-03-2014,195.4505157,201.5293878,194.6451566,200.128265,22050970
24-03-2014,199.7752533,200.5144198,196.6199798,196.6530761,28815466
25-03-2014,194.0163116,194.7223817,192.5158998,193.950119,31299573
26-03-2014,196.6420441,199.2346649,194.4245151,194.4465794,13811011
27-03-2014,198.7492218,199.6649168,196.840607,197.447388,55407935
28-03-2014,202.1472015,202.9856717,198.5837253,198.5837253,18667646
31-03-2014,205.3686829,207.3655399,201.4962927,202.1692664,18751896
01-04-2014,207.9833679,208.5129242,205.048737,206.5270846,15640608
02-04-2014,211.4254761,212.2639463,206.990448,208.5129241,26780181
03-04-2014,210.2008667,212.4735411,207.4979251,211.1165616,26550895
04-04-2014,208.3474121,210.3332516,207.7516632,210.0574487,12513877
07-04-2014,208.3253632,210.7083736,206.1630097,208.2922668,12905249
09-04-2014,212.2970123,213.3009641,208.9872899,209.6161351,13438946
10-04-2014,213.819519,214.8896637,212.3080751,212.8596956,10649501
11-04-2014,210.4436035,214.2608334,209.7485655,212.3301542,11691621
15-04-2014,209.4175568,210.4987481,206.6594546,209.6161495,9264526
16-04-2014,207.6965179,211.6020045,206.9904479,208.8438874,12381278
17-04-2014,211.6240692,212.2198182,208.2481389,208.5129244,7845800
21-04-2014,211.7343903,214.018097,210.9621127,214.018097,11817203
22-04-2014,213.5326691,218.1662899,210.9621126,211.8226471,19331824
23-04-2014,213.4002991,216.6769258,212.7604216,213.8085021,15288495
24-04-2014,213.4002991,213.4002991,213.4002991,213.4002991,0
25-04-2014,209.2300262,213.8084865,208.7335663,213.5878442,13252156
28-04-2014,208.5129395,210.9400638,207.7075655,209.572052,16610579
29-04-2014,207.4758759,210.0023038,206.9683838,208.7445985,8396497
30-04-2014,206.4829712,211.8226625,205.0046235,208.2702181,14391181
02-05-2014,204.7839355,209.0424642,204.3205868,207.4096671,9070553
05-05-2014,208.9211121,211.4916685,204.0999452,204.0999452,15199246
06-05-2014,212.5618286,213.3671877,209.0755772,209.152802,12392211
07-05-2014,212.0102081,214.3380582,211.1717526,211.8447264,10571569
08-05-2014,211.8888397,214.0511932,209.7816468,212.5066529,11949181
09-05-2014,220.1190491,220.427963,210.8959351,210.8959351,18452114
12-05-2014,226.9812012,231.4603724,219.3467713,219.5232852,30847764
13-05-2014,234.6377106,235.8292232,228.2609713,229.4745334,26863271
14-05-2014,230.6881104,235.6526947,229.7172548,234.7701108,19375695
15-05-2014,232.4312286,233.887512,229.3090517,230.6881103,20864719
16-05-2014,240.4846954,255.1911924,236.6632386,242.9023603,52633579
19-05-2014,249.5759888,250.6232697,242.1893027,243.102892,23797958
20-05-2014,240.6184082,251.5702951,239.6936927,251.3251937,22509088
21-05-2014,240.2953033,245.7656685,239.2591634,240.6183915,21991587
22-05-2014,245.2865906,248.0942043,241.6990941,241.9887742,18745180
23-05-2014,251.2249146,252.2387876,245.5540115,247.6819965,16566818
26-05-2014,245.4871674,254.0213745,239.5377102,252.350199,16073584
27-05-2014,242.4232788,246.8909267,239.5599603,245.7768,11273379
28-05-2014,242.634964,246.5789864,241.7102337,242.7909376,11351815
29-05-2014,239.2146149,243.6376993,238.0559093,243.4371619,27659174
30-05-2014,237.2425842,242.813218,236.1953033,241.7659519,17293884
02-06-2014,241.1420441,242.4901462,237.3762918,239.4819948,8806299
03-06-2014,244.0833282,245.5539809,240.0613191,241.3871392,10874352
04-06-2014,240.0947571,245.5094324,239.8162328,243.4705753,8826406
05-06-2014,242.8578033,243.9719301,237.1423219,240.3175877,19974435
06-06-2014,250.0996552,252.4616005,246.0219408,246.7572598,29319340
09-06-2014,250.1553497,252.3947593,247.8045453,251.7931171,13497804
10-06-2014,249.1860657,251.893396,245.2086201,251.893396,15760599
11-06-2014,245.5762939,249.5648658,243.437168,249.5648658,15164409
12-06-2014,243.8048248,248.1165147,241.5654301,244.7852601,11767348
13-06-2014,241.0752106,246.6681418,239.0252123,245.175207,14646904
16-06-2014,237.409729,241.5431484,235.5602831,241.5431484,14371376
17-06-2014,242.8912201,243.615398,235.771932,235.771932,15824961
18-06-2014,237.6993866,245.4760071,236.3401436,242.4344329,19212704
19-06-2014,232.2067261,239.5265519,229.8670628,239.3148735,23126286
20-06-2014,230.9589081,233.8333528,230.4575495,233.05347,12855084
23-06-2014,231.2819977,232.8306372,228.1735776,231.0703192,14768300
24-06-2014,236.1618958,236.8192279,232.8529233,232.8529233,11890148
25-06-2014,234.1898804,236.050482,233.5548302,235.6716741,10564797
26-06-2014,225.4773865,228.8197817,224.3186958,228.39641,24480677
27-06-2014,225.5219421,228.0621577,224.4300973,225.0540065,9225499
30-06-2014,226.2572784,227.2822775,222.8257555,225.6222283,20656550
01-07-2014,224.6083679,227.4048258,224.3743927,226.6583659,9653273
02-07-2014,226.8923492,228.9200655,225.4996832,226.6138101,12293489
03-07-2014,224.2741547,228.3964332,223.6056815,227.2823062,11575392
04-07-2014,229.9450531,231.025757,223.5610984,223.9398914,12957117
07-07-2014,228.8866425,231.0703323,227.5051174,230.1790249,14019093
08-07-2014,221.7227936,230.5132729,220.5975257,228.6192482,17484768
09-07-2014,223.0374603,225.0317387,221.1545768,223.2714207,14903156
10-07-2014,222.2018585,227.6165191,218.6032208,222.8814726,18600100
11-07-2014,215.3611145,223.2714271,214.7260643,221.7562104,17783841
14-07-2014,214.3026581,217.2328074,213.5784653,215.8290155,13764770
15-07-2014,216.6311951,218.3692459,214.592338,214.6703397,15345123
16-07-2014,220.5306702,221.2659891,217.0323012,217.0323012,13957671
17-07-2014,218.9263153,222.4246693,218.4360977,220.1518518,9426887
18-07-2014,217.6450653,219.1602819,215.985016,218.3692582,9332698
21-07-2014,222.302124,224.6083793,221.7227787,222.8257645,16987269
22-07-2014,229.7222137,230.3795607,223.0708759,223.7170671,28489939
23-07-2014,230.234726,231.6942378,227.5162546,230.6358158,13721398
24-07-2014,231.9727783,232.451855,228.1735882,229.5105493,9673900
25-07-2014,227.694519,232.4741294,224.3966876,232.1621673,13532588
28-07-2014,224.0735931,228.0733056,223.1822858,227.5051013,9372911
30-07-2014,224.1961517,225.2768557,221.2659872,223.7170751,18616706
31-07-2014,224.2629852,227.2599955,223.2714091,224.5972292,17722817
01-08-2014,217.5447998,222.6029493,217.2551346,221.7116419,15826199
04-08-2014,219.4833832,220.5306642,217.4890899,218.5920758,14672155
05-08-2014,219.2271271,220.1184345,216.3638232,219.5056662,12233949
06-08-2014,220.1852875,222.5138248,218.25784,219.4611095,16358373
07-08-2014,220.4415436,222.0904519,219.1157234,220.3746829,10844144
08-08-2014,218.4806671,219.1491402,216.8317588,218.2689738,9118453
11-08-2014,218.4806671,219.9847428,217.7898972,219.5168071,6696796
12-08-2014,219.3496857,219.91789,217.55593,219.7061967,9556263
13-08-2014,220.6309357,222.0681655,218.3692591,219.1045781,14113750
14-08-2014,223.4831085,223.9399032,220.9874715,221.7116495,12062077
18-08-2014,225.7336273,226.2684087,222.2686816,223.0708612,7643510
19-08-2014,224.898056,227.9507714,224.185019,226.1681714,14559347
20-08-2014,222.4580994,226.9369035,221.7896262,225.2768542,13022078
21-08-2014,221.7339325,223.7170849,220.6198056,222.8257774,16449220
22-08-2014,222.4469452,224.3855335,221.7784721,222.848035,8571614
25-08-2014,221.8899078,224.7198038,221.3662673,222.8257792,7455233
26-08-2014,221.3439636,222.1461432,219.0377233,221.9344499,9548209
27-08-2014,221.4219513,223.226848,219.8956086,222.201849,8391614
28-08-2014,222.5361176,223.7170903,221.6225281,221.6225281,15914040
01-09-2014,225.9676056,227.5051042,221.8453275,223.7950568,16197464
02-09-2014,228.1290131,229.855923,225.1877225,226.9480404,16556769
03-09-2014,229.7890778,230.8363587,227.5273864,228.4298347,21922291
04-09-2014,228.5969391,230.3795538,226.8589031,229.287709,9346763
05-09-2014,228.5412445,230.2792805,227.4159767,228.9980392,9078852
08-09-2014,231.2262878,231.5939547,229.0648801,230.3795592,13886787
09-09-2014,230.1790161,232.0284768,229.1094532,229.9784786,9166689
10-09-2014,226.3575592,229.3100057,225.6333812,229.0983124,9459033
11-09-2014,227.1485748,229.5105349,224.6083741,227.3491272,10619105
12-09-2014,226.3018494,228.173577,225.3771191,226.9480405,8749882
15-09-2014,223.4385376,225.4996767,223.0486036,224.8534855,8738403
16-09-2014,218.2355499,223.750494,217.5893588,223.1377257,13242995
17-09-2014,220.2966919,220.7200637,218.1352841,219.4611042,10887270
18-09-2014,223.9176025,225.0540113,219.1936973,219.4833774,9089107
19-09-2014,221.8119049,226.3464138,220.8203288,224.1627241,17169819
22-09-2014,220.9428864,221.9344476,220.0850019,221.2659745,7900222
23-09-2014,215.2162628,221.8118956,214.5923387,220.976308,17694403
24-09-2014,215.0379944,217.0545695,212.8877276,215.8067511,15393998
25-09-2014,207.1945343,215.6507689,205.5901899,215.2719759,33092058
26-09-2014,207.9521484,209.8238761,204.3980747,207.0051362,15904980
29-09-2014,207.9298706,210.0578555,207.1388319,208.7765993,12481132
30-09-2014,210.7263336,211.3391019,206.1249788,206.7823109,17642155
01-10-2014,206.6040497,210.7040459,206.3366664,210.2583922,8656245
07-10-2014,206.3700867,208.3198011,205.7684445,206.615188,12404189
08-10-2014,208.7208862,209.7904491,205.2559552,205.2559552,9827783
09-10-2014,212.7206268,213.2999722,209.0551433,209.0551433,11164671
10-10-2014,214.0575714,215.918173,208.587206,211.016012,15465656
13-10-2014,213.4447937,214.9711513,211.249963,214.3138191,13881865
14-10-2014,214.1912689,218.1464175,213.6007826,218.1464175,19077913
15-10-2014,214.1912689,214.1912689,214.1912689,214.1912689,0
16-10-2014,207.4507904,213.2219767,206.7823024,212.0521451,19017182
17-10-2014,208.9882965,209.6010648,206.1584007,208.5649247,15313270
20-10-2014,208.3532257,209.5899181,203.1168208,209.1219824,21187302
21-10-2014,207.0831299,208.787743,206.5817713,208.1749748,17621790
22-10-2014,210.7151947,211.8627445,207.9298776,208.3643754,13384016
27-10-2014,209.7570343,214.7929018,208.7431762,214.7929018,10072622
28-10-2014,208.1304169,209.9018759,206.3589578,209.7013384,22023470
29-10-2014,212.0409851,212.4420749,208.1526824,208.6986048,17516848
30-10-2014,218.2021332,218.7146327,211.0382955,211.238833,32745121
31-10-2014,222.9483032,223.6502141,218.7814614,218.7814614,14086084
03-11-2014,223.3493958,224.8311894,220.6309247,223.7170626,12376151
05-11-2014,220.8871765,224.7197894,220.2409853,223.2714186,15730002
07-11-2014,218.4806671,221.7896246,217.9347447,220.6977798,11633677
10-11-2014,215.9961548,220.5529456,215.5282191,218.9931651,10482542
11-11-2014,217.856781,220.1073168,215.3054241,216.6757934,10100100
12-11-2014,217.0434418,219.0377351,215.8513281,218.8037598,9286081
13-11-2014,215.973877,218.3246962,214.6703536,217.0322989,7041533
14-11-2014,215.9515839,217.8678902,215.0379946,215.918161,8424014
17-11-2014,219.5279388,220.0515793,215.2496873,215.2496873,10224348
18-11-2014,220.2966919,222.3132671,219.52795,219.5836549,13410579
19-11-2014,217.9570313,221.0431694,217.5893643,220.2966946,8099318
20-11-2014,218.536377,219.1937091,216.2078397,217.9236087,11342020
21-11-2014,222.3132629,223.0485967,218.4138191,218.4138191,11739875
24-11-2014,219.5614014,223.7505259,218.7480806,222.8703594,12426216
25-11-2014,221.265976,221.6893477,216.8763147,219.505658,14606201
26-11-2014,219.9401703,221.2659755,218.9485942,221.0320151,13155281
27-11-2014,220.2966919,221.2659861,219.0488734,220.597513,12279963
28-11-2014,220.9540405,226.6918041,219.0822979,220.5306688,20881173
01-12-2014,214.2692566,221.032019,213.5896276,220.374672,17382184
02-12-2014,214.5032196,216.419526,213.4670796,214.358387,9453044
03-12-2014,215.7733307,217.0322901,213.5896261,213.5896261,9789854
04-12-2014,213.5896301,217.2439726,212.9545799,215.7176299,10775294
05-12-2014,213.3222504,215.4725172,212.8208918,214.1355561,10048267
08-12-2014,210.4812012,214.5477742,209.9575756,213.9127241,10238784
09-12-2014,209.4228058,211.840471,207.4508092,209.679063,10598750
10-12-2014,207.7961578,209.6679004,207.2279535,207.5510565,13242754
11-12-2014,201.9135742,207.0051467,201.289665,207.0051467,22620658
12-12-2014,196.6103058,202.9942601,195.9418327,202.1029528,17874849
15-12-2014,195.8192902,196.4877782,194.3040734,195.6298936,12647964
16-12-2014,192.6551361,196.8108368,191.5632913,195.373622,20886278
17-12-2014,193.746994,194.9502634,192.6217263,192.7999967,20779949
18-12-2014,196.1089478,197.1562287,192.6662839,196.4320508,14970699
19-12-2014,200.6657562,202.4149333,196.6437467,197.2230921,20073537
22-12-2014,201.6350403,202.0583972,198.5377612,200.9888342,8305143
23-12-2014,199.1505127,201.4678939,198.716,201.0668041,10583206
24-12-2014,197.0113983,199.9081249,196.086668,199.1505241,22479751
26-12-2014,198.0587006,198.9054293,196.1089711,197.557342,4890141
29-12-2014,199.8747253,200.33152,197.6353306,197.9807156,6931660
30-12-2014,196.1201019,200.1866753,195.4404878,199.8969952,11627412
31-12-2014,198.5711823,199.1839505,195.874993,196.0866715,8464992
01-01-2015,197.8469849,198.7605742,196.8999727,197.4904738,2963643
02-01-2015,197.323349,199.6630272,197.0448247,197.8915534,7331366
05-01-2015,195.1619263,198.5154622,194.7719775,197.2007832,10103941
06-01-2015,186.3046112,194.5268851,185.3910219,193.858412,18627980
07-01-2015,190.3600616,191.3627788,186.5051815,186.5274635,20720312
08-01-2015,187.6304474,192.2763662,187.2070756,191.652442,19872227
09-01-2015,191.6970062,192.0758141,188.2877798,189.0453808,13392787
12-01-2015,189.46875,191.8529921,187.5301764,191.7415824,10100113
13-01-2015,187.8755341,190.5048774,187.2850478,190.0703647,9948711
14-01-2015,186.0483856,188.733434,185.212783,187.8421266,11380041
15-01-2015,192.5771637,194.1035213,187.1736443,187.1736443,16927085
16-01-2015,193.7915802,194.9725529,189.8586985,191.6301575,19136963
19-01-2015,196.0086975,197.4236306,191.3516377,193.9029945,13339962
20-01-2015,201.2228088,201.7798722,195.8304155,196.4209167,13361320
21-01-2015,202.0472565,203.0833965,198.7717219,201.6573225,17084297
22-01-2015,196.9222717,202.1475355,195.9752595,201.6907409,23721627
23-01-2015,197.6241913,200.0529826,195.4182194,198.3149464,18080494
27-01-2015,198.1032562,199.8078694,196.1980907,198.9611259,17939876
28-01-2015,202.0695496,202.7268966,197.4459127,197.4459127,19298126
29-01-2015,207.0942688,208.2306776,202.0806832,202.1252471,36117653
30-01-2015,203.9412689,207.5064834,202.5486031,207.2279443,21746801
02-02-2015,202.3369293,204.9774136,201.8132889,204.1195292,19302710
03-02-2015,208.9214478,209.6456257,203.4844904,203.4844904,17092333
04-02-2015,206.9605865,210.3029672,206.3143953,209.2556861,14072894
05-02-2015,205.824173,209.4339368,204.4649299,208.5649262,12365643
06-02-2015,202.749176,207.2279654,201.2116774,205.913301,9045844
